,0
226,"delay minimal mapping of rtl structures onto lut based fpgas ;fast: fpga targeted rtl structure synthesis technique ;efficient embedding of partitioned circuits onto multi-fpga boards ;an empirical comparison of neural networks and logistic regression methods,;a new divide and conquer method for achieving high speed division in hardware ;exploring the number of register windows in asip synthesis ;high level design experiences with ideas ;an efficient technique for mapping rtl structures onto fpgas ;dessert: design space exploration of rt level components "
227,"an empirical comparison of neural networks and logistic regression methods,;a new divide and conquer method for achieving high speed division in hardware ;exploring the number of register windows in asip synthesis ;high level design experiences with ideas ;fast: fpga targeted rtl structure synthesis technique ;efficient embedding of partitioned circuits onto multi-fpga boards ;dessert: design space exploration of rt level components "
228,"delay minimal mapping of rtl structures onto lut based fpgas ;fast: fpga targeted rtl structure synthesis technique ;efficient embedding of partitioned circuits onto multi-fpga boards ;an empirical comparison of neural networks and logistic regression methods,;a new divide and conquer method for achieving high speed division in hardware ;exploring the number of register windows in asip synthesis ;high level design experiences with ideas ;an efficient technique for mapping rtl structures onto fpgas ;dessert: design space exploration of rt level components "
229,"delay minimal mapping of rtl structures onto lut based fpgas ;fast: fpga targeted rtl structure synthesis technique ;efficient embedding of partitioned circuits onto multi-fpga boards ;an empirical comparison of neural networks and logistic regression methods,;a new divide and conquer method for achieving high speed division in hardware ;exploring the number of register windows in asip synthesis ;high level design experiences with ideas ;an efficient technique for mapping rtl structures onto fpgas ;dessert: design space exploration of rt level components "
230,parallel fft algorithms for cache based shared memory multiprocessors ;efficient and scalable cache coherence schemes for shared memory hypercube multiprocessors ;impact of cc-numa memory management policies on the application performance of multistage switching networks ;evaluating virtual channels for cache-coherent shared-memory multiprocessors ;a distributed cache coherence protocol for hypercube multiprocessors 
231,impact of cc-numa memory management policies on the application performance of multistage switching networks ;efficient and scalable cache coherence schemes for shared memory hypercube multiprocessors ;a distributed cache coherence protocol for hypercube multiprocessors ;parallel fft algorithms for cache based shared memory multiprocessors ;evaluating virtual channels for cache-coherent shared-memory multiprocessors 
232,impact of cc-numa memory management policies on the application performance of multistage switching networks ;efficient and scalable cache coherence schemes for shared memory hypercube multiprocessors ;a distributed cache coherence protocol for hypercube multiprocessors ;parallel fft algorithms for cache based shared memory multiprocessors ;evaluating virtual channels for cache-coherent shared-memory multiprocessors 
233,impact of cc-numa memory management policies on the application performance of multistage switching networks ;parallel fft algorithms for cache based shared memory multiprocessors ;evaluating virtual channels for cache-coherent shared-memory multiprocessors ;efficient and scalable cache coherence schemes for shared memory hypercube multiprocessors ;a distributed cache coherence protocol for hypercube multiprocessors 
234,impact of cc-numa memory management policies on the application performance of multistage switching networks ;efficient and scalable cache coherence schemes for shared memory hypercube multiprocessors ;a distributed cache coherence protocol for hypercube multiprocessors ;evaluating virtual channels for cache-coherent shared-memory multiprocessors ;parallel fft algorithms for cache based shared memory multiprocessors 
235,vector hartley transform employing multiprocessors 
236,adaptive optimal load balancing in a heterogeneous multiserver system with a central job scheduler ;access methods for bi-temporal databases;a case study of an adaptive load balancing algorithm ;a load-balanced parallel sorting algorithm for shared-nothing architectures ;designing access methods for bitemporal databases ;adaptive load balancing in a multi-processor system with a central job scheduler ;temporal database bibliography update ;adaptive optimal load balancing in a nonhomogeneous multiserver system with a central job scheduler 
237,access methods for bi-temporal databases;a case study of an adaptive load balancing algorithm ;a load-balanced parallel sorting algorithm for shared-nothing architectures ;designing access methods for bitemporal databases ;adaptive load balancing in a multi-processor system with a central job scheduler ;temporal database bibliography update ;adaptive optimal load balancing in a heterogeneous multiserver system with a central job scheduler ;adaptive optimal load balancing in a nonhomogeneous multiserver system with a central job scheduler 
238,access methods for bi-temporal databases;a case study of an adaptive load balancing algorithm ;a load-balanced parallel sorting algorithm for shared-nothing architectures ;designing access methods for bitemporal databases ;adaptive load balancing in a multi-processor system with a central job scheduler ;temporal database bibliography update ;adaptive optimal load balancing in a heterogeneous multiserver system with a central job scheduler ;adaptive optimal load balancing in a nonhomogeneous multiserver system with a central job scheduler 
239,access methods for bi-temporal databases;a case study of an adaptive load balancing algorithm ;a load-balanced parallel sorting algorithm for shared-nothing architectures ;designing access methods for bitemporal databases ;adaptive load balancing in a multi-processor system with a central job scheduler ;temporal database bibliography update ;adaptive optimal load balancing in a heterogeneous multiserver system with a central job scheduler ;adaptive optimal load balancing in a nonhomogeneous multiserver system with a central job scheduler 
240,development of an internet-enabled interactive fixture design system ;expert fixture-design system for an automated manufacturing environment 
241,a cad integrated analysis of flatness in a form tolerance zone 
242,an automated design and assembly of interference-free modular fixture setup 
243,development of an internet-enabled interactive fixture design system ;expert fixture-design system for an automated manufacturing environment 
